
operationNumber, size, height, averageNodeDepth, timeForOperation, operationType
3875, 99726, 17, 15.914586, 0.004000, search
3880, 99723, 17, 15.914724, 0.005000, search
3885, 99725, 17, 15.914725, 0.006000, remove
3890, 99723, 17, 15.914874, 0.004000, search
3895, 99720, 17, 15.915032, 0.005000, search
3900, 99718, 17, 15.915020, 0.006000, remove
3905, 99720, 17, 15.915062, 0.007000, insert
3910, 99717, 17, 15.915050, 0.006000, remove
3915, 99716, 17, 15.915029, 0.006000, remove
3920, 99716, 17, 15.915029, 0.007000, remove
3925, 99714, 17, 15.915027, 0.006000, remove
3930, 99716, 17, 15.915219, 0.005000, search
3935, 99717, 17, 15.915401, 0.004000, search
3940, 99718, 17, 15.915592, 0.004000, search
3945, 99722, 17, 15.915686, 0.007000, insert
3950, 99722, 17, 15.915666, 0.007000, remove
3955, 99719, 17, 15.915663, 0.007000, insert
3960, 99718, 17, 15.915642, 0.007000, remove
3965, 99718, 17, 15.915652, 0.006000, remove
3970, 99719, 17, 15.915683, 0.007000, insert
3975, 99719, 17, 15.915864, 0.005000, search
3980, 99718, 17, 15.916033, 0.004000, search
3985, 99718, 17, 15.916043, 0.007000, remove
3990, 99716, 17, 15.916202, 0.004000, search
3995, 99714, 17, 15.916361, 0.004000, search
4000, 99714, 17, 15.916541, 0.004000, search
4005, 99714, 17, 15.916541, 0.006000, insert
4010, 99713, 17, 15.916711, 0.005000, search
4015, 99713, 17, 15.916701, 0.007000, insert
4020, 99716, 17, 15.916734, 0.007000, insert
4025, 99715, 17, 15.916703, 0.007000, remove
4030, 99713, 17, 15.916861, 0.004000, search
4035, 99712, 17, 15.916871, 0.005000, remove
4040, 99713, 17, 15.916861, 0.008000, insert
4045, 99711, 17, 15.917000, 0.004000, search
4050, 99709, 17, 15.917149, 0.005000, search
4055, 99710, 17, 15.917180, 0.005000, remove
4060, 99712, 17, 15.917202, 0.007000, insert
4065, 99710, 17, 15.917350, 0.004000, search
4070, 99709, 17, 15.917329, 0.007000, remove
4075, 99709, 17, 15.917319, 0.007000, remove
4080, 99709, 17, 15.917269, 0.006000, insert
4085, 99709, 17, 15.917450, 0.004000, search
4090, 99707, 17, 15.917599, 0.004000, search
4095, 99706, 17, 15.917568, 0.006000, insert
4100, 99706, 17, 15.917568, 0.006000, remove
4105, 99704, 17, 15.917526, 0.006000, remove
4110, 99706, 17, 15.917558, 0.007000, insert
4115, 99708, 17, 15.917569, 0.007000, insert
4120, 99706, 17, 15.917728, 0.004000, search
4125, 99705, 17, 15.917747, 0.006000, remove
4130, 99702, 17, 15.917905, 0.004000, search
4135, 99702, 17, 15.918066, 0.004000, search
4140, 99702, 17, 15.918106, 0.005000, remove
4145, 99702, 17, 15.918286, 0.005000, search
4150, 99702, 17, 15.918266, 0.007000, insert
4155, 99699, 17, 15.918404, 0.004000, search
4160, 99700, 17, 15.918445, 0.006000, remove
4165, 99699, 17, 15.918595, 0.004000, search
4170, 99697, 17, 15.918744, 0.004000, search
4175, 99700, 17, 15.918776, 0.007000, insert
4180, 99699, 17, 15.918776, 0.007000, insert
4185, 99697, 17, 15.918924, 0.005000, search
4190, 99702, 17, 15.918969, 0.007000, insert
4195, 99701, 17, 15.919138, 0.005000, search
4200, 99700, 17, 15.919318, 0.005000, search
4205, 99698, 17, 15.919316, 0.007000, remove
4210, 99697, 17, 15.919456, 0.004000, search
4215, 99696, 17, 15.919606, 0.004000, search
4220, 99695, 17, 15.919625, 0.006000, insert
4225, 99692, 17, 15.919592, 0.007000, remove
4230, 99691, 17, 15.919752, 0.004000, search
4235, 99690, 17, 15.919741, 0.007000, insert
4240, 99688, 17, 15.919730, 0.006000, remove
4245, 99686, 17, 15.919698, 0.006000, remove
4250, 99684, 17, 15.919656, 0.006000, remove
4255, 99683, 17, 15.919615, 0.006000, remove
4260, 99681, 17, 15.919604, 0.007000, remove
4265, 99679, 17, 15.919762, 0.004000, search
4270, 99681, 17, 15.919764, 0.007000, insert
4275, 99678, 17, 15.919922, 0.004000, search
4280, 99676, 17, 15.919911, 0.007000, remove
4285, 99674, 17, 15.920029, 0.003000, search
4290, 99673, 17, 15.920008, 0.006000, remove
4295, 99673, 17, 15.919998, 0.006000, insert
4300, 99671, 17, 15.920147, 0.004000, search
4305, 99668, 17, 15.920095, 0.007000, remove
4310, 99664, 17, 15.920232, 0.004000, search
4315, 99665, 17, 15.920263, 0.006000, insert
4320, 99666, 17, 15.920254, 0.006000, insert
4325, 99666, 17, 15.920254, 0.006000, remove
4330, 99666, 17, 15.920424, 0.005000, search
4335, 99665, 17, 15.920413, 0.006000, remove
4340, 99664, 17, 15.920413, 0.006000, remove
4345, 99667, 17, 15.920455, 0.007000, insert
4350, 99670, 17, 15.920488, 0.007000, insert
4355, 99670, 17, 15.920678, 0.004000, search
4360, 99668, 17, 15.920637, 0.006000, remove
4365, 99667, 17, 15.920636, 0.007000, insert
4370, 99667, 17, 15.920806, 0.005000, search
4375, 99668, 17, 15.920827, 0.007000, insert
4380, 99667, 17, 15.920806, 0.006000, remove
4385, 99666, 17, 15.920805, 0.006000, insert
4390, 99662, 17, 15.920943, 0.005000, search
4395, 99661, 17, 15.920942, 0.007000, insert
4400, 99663, 17, 15.920974, 0.007000, insert
4405, 99663, 17, 15.920984, 0.007000, insert
4410, 99661, 17, 15.921133, 0.004000, search
4415, 99663, 17, 15.921335, 0.004000, search
4420, 99662, 17, 15.921495, 0.004000, search
4425, 99659, 17, 15.921462, 0.006000, insert
4430, 99658, 17, 15.921441, 0.006000, remove
4435, 99660, 17, 15.921463, 0.006000, remove
4440, 99660, 17, 15.921483, 0.006000, insert
4445, 99661, 17, 15.921464, 0.006000, remove
4450, 99658, 17, 15.921592, 0.004000, search
4455, 99657, 17, 15.921742, 0.004000, search
4460, 99654, 17, 15.921890, 0.004000, search
4465, 99656, 17, 15.921921, 0.006000, insert
4470, 99655, 17, 15.921911, 0.015000, remove
4475, 99653, 17, 15.921889, 0.006000, remove
4480, 99655, 17, 15.921901, 0.007000, insert
4485, 99651, 17, 15.922038, 0.004000, search
4490, 99649, 17, 15.922167, 0.004000, search
4495, 99647, 17, 15.922135, 0.006000, remove
4500, 99647, 17, 15.922135, 0.007000, remove
4505, 99649, 17, 15.922157, 0.007000, insert
4510, 99652, 17, 15.922199, 0.007000, insert
4515, 99653, 17, 15.922220, 0.007000, insert
4520, 99650, 17, 15.922198, 0.007000, remove
4525, 99648, 17, 15.922166, 0.007000, remove
4530, 99645, 17, 15.922184, 0.007000, remove
4535, 99646, 17, 15.922195, 0.007000, insert
4540, 99648, 17, 15.922216, 0.007000, insert
4545, 99649, 17, 15.922247, 0.006000, remove
4550, 99651, 17, 15.922289, 0.007000, insert
4555, 99650, 17, 15.922288, 0.007000, remove
4560, 99650, 17, 15.922288, 0.007000, remove
4565, 99649, 17, 15.922277, 0.006000, insert
4570, 99649, 17, 15.922297, 0.007000, insert
4575, 99652, 17, 15.922340, 0.007000, insert
4580, 99651, 17, 15.922510, 0.004000, search
4585, 99652, 17, 15.922681, 0.004000, search
4590, 99652, 17, 15.922651, 0.007000, remove
4595, 99653, 17, 15.922672, 0.007000, insert
4600, 99652, 17, 15.922651, 0.007000, insert
4605, 99652, 17, 15.922852, 0.005000, search
4610, 99653, 17, 15.922862, 0.006000, remove
4615, 99652, 17, 15.922862, 0.006000, insert
4620, 99655, 17, 15.922914, 0.007000, insert
4625, 99655, 17, 15.923095, 0.005000, search
4630, 99654, 17, 15.923084, 0.006000, remove
4635, 99651, 17, 15.923222, 0.005000, search
4640, 99655, 17, 15.923285, 0.015000, insert
4645, 99655, 17, 15.923285, 0.007000, insert
4650, 99655, 17, 15.923466, 0.004000, search
4655, 99657, 17, 15.923488, 0.006000, remove
4660, 99655, 17, 15.923647, 0.004000, search
4665, 99654, 17, 15.923796, 0.004000, search
4670, 99654, 17, 15.923977, 0.004000, search
4675, 99654, 17, 15.923967, 0.006000, remove
4680, 99654, 17, 15.924127, 0.005000, search
4685, 99656, 17, 15.924169, 0.007000, insert
4690, 99653, 17, 15.924117, 0.006000, remove
4695, 99654, 17, 15.924138, 0.008000, insert
4700, 99656, 17, 15.924340, 0.004000, search
4705, 99653, 17, 15.924468, 0.004000, search
4710, 99653, 17, 15.924458, 0.006000, remove
4715, 99651, 17, 15.924426, 0.006000, remove
4720, 99650, 17, 15.924576, 0.005000, search
4725, 99652, 17, 15.924608, 0.007000, insert
4730, 99652, 17, 15.924798, 0.004000, search
4735, 99651, 17, 15.924767, 0.007000, insert
4740, 99654, 17, 15.924760, 0.007000, insert
4745, 99650, 17, 15.924907, 0.004000, search
4750, 99651, 17, 15.925149, 0.003000, search
4755, 99653, 17, 15.925341, 0.004000, search
4760, 99653, 17, 15.925361, 0.006000, remove
4765, 99652, 17, 15.925360, 0.007000, remove
4770, 99653, 17, 15.925391, 0.006000, remove
4775, 99652, 17, 15.925380, 0.007000, insert
4780, 99654, 17, 15.925402, 0.007000, insert
4785, 99656, 17, 15.925433, 0.006000, insert
4790, 99655, 17, 15.925563, 0.004000, search
4795, 99654, 17, 15.925723, 0.004000, search
4800, 99652, 17, 15.925872, 0.005000, search
4805, 99652, 17, 15.925892, 0.006000, remove
4810, 99650, 17, 15.925861, 0.007000, insert
4815, 99649, 17, 15.925860, 0.007000, remove
4820, 99646, 17, 15.925837, 0.006000, remove
4825, 99645, 17, 15.925997, 0.004000, search
4830, 99647, 17, 15.926220, 0.004000, search
4835, 99647, 17, 15.926220, 0.006000, remove
4840, 99647, 17, 15.926240, 0.007000, insert
4845, 99646, 17, 15.926409, 0.004000, search
4850, 99646, 17, 15.926409, 0.007000, insert
4855, 99647, 17, 15.926601, 0.005000, search
4860, 99647, 17, 15.926601, 0.006000, remove
4865, 99645, 17, 15.926599, 0.006000, remove
4870, 99645, 17, 15.926790, 0.004000, search
4875, 99644, 17, 15.926769, 0.007000, remove
4880, 99646, 17, 15.926961, 0.004000, search
4885, 99648, 17, 15.926983, 0.007000, insert
4890, 99645, 17, 15.927121, 0.005000, search
4895, 99646, 17, 15.927132, 0.007000, insert
4900, 99649, 17, 15.927164, 0.006000, insert
4905, 99649, 17, 15.927174, 0.008000, insert
4910, 99648, 17, 15.927194, 0.007000, insert
4915, 99651, 17, 15.927417, 0.004000, search
4920, 99651, 17, 15.927417, 0.007000, insert
4925, 99650, 17, 15.927416, 0.006000, remove
4930, 99650, 17, 15.927416, 0.007000, insert
4935, 99653, 17, 15.927448, 0.007000, insert
4940, 99648, 17, 15.927364, 0.006000, remove
4945, 99646, 17, 15.927533, 0.004000, search
4950, 99647, 17, 15.927564, 0.008000, insert
4955, 99647, 17, 15.927745, 0.004000, search
4960, 99646, 17, 15.927724, 0.006000, remove
4965, 99642, 17, 15.927832, 0.004000, search
4970, 99642, 17, 15.928022, 0.005000, search
4975, 99644, 17, 15.928064, 0.007000, insert
4980, 99645, 17, 15.928245, 0.005000, search
4985, 99644, 17, 15.928235, 0.006000, remove
4990, 99644, 17, 15.928224, 0.007000, insert
4995, 99642, 17, 15.928374, 0.004000, search
5000, 99641, 17, 15.928373, 0.006000, remove
5005, 99640, 17, 15.928362, 0.005000, remove
5010, 99644, 17, 15.928405, 0.007000, insert
5015, 99646, 17, 15.928437, 0.006000, remove
5020, 99646, 17, 15.928627, 0.005000, search
5025, 99649, 17, 15.928680, 0.007000, insert
5030, 99650, 17, 15.928700, 0.007000, insert
5035, 99651, 17, 15.928711, 0.006000, remove
5040, 99650, 17, 15.928680, 0.006000, remove
5045, 99652, 17, 15.928702, 0.007000, insert
5050, 99653, 17, 15.928903, 0.004000, search
5055, 99652, 17, 15.928883, 0.007000, insert
5060, 99653, 17, 15.929074, 0.004000, search
5065, 99652, 17, 15.929254, 0.004000, search
5070, 99651, 17, 15.929243, 0.007000, remove
5075, 99649, 17, 15.929222, 0.006000, remove
5080, 99649, 17, 15.929232, 0.007000, remove
5085, 99653, 17, 15.929275, 0.007000, insert
5090, 99651, 17, 15.929434, 0.005000, search
5095, 99648, 17, 15.929582, 0.004000, search
5100, 99652, 17, 15.929645, 0.007000, insert
5105, 99653, 17, 15.929666, 0.006000, insert
5110, 99653, 17, 15.929656, 0.006000, remove
5115, 99656, 17, 15.929688, 0.007000, insert
5120, 99655, 17, 15.929677, 0.006000, remove
5125, 99653, 17, 15.929826, 0.005000, search
5130, 99651, 17, 15.929976, 0.005000, search
5135, 99651, 17, 15.930146, 0.004000, search
5140, 99649, 17, 15.930135, 0.007000, remove
5145, 99646, 17, 15.930293, 0.004000, search
5150, 99643, 17, 15.930412, 0.004000, search
5155, 99642, 17, 15.930561, 0.004000, search
5160, 99639, 17, 15.930519, 0.006000, remove
5165, 99636, 17, 15.930668, 0.004000, search
5170, 99636, 17, 15.930658, 0.007000, remove
5175, 99635, 17, 15.930647, 0.006000, remove
5180, 99637, 17, 15.930809, 0.004000, search
5185, 99639, 17, 15.930850, 0.007000, remove
5190, 99637, 17, 15.930819, 0.007000, insert
5195, 99637, 17, 15.930809, 0.007000, insert
5200, 99636, 17, 15.930949, 0.004000, search
5205, 99634, 17, 15.930967, 0.006000, remove
5210, 99632, 17, 15.931106, 0.004000, search
5215, 99630, 17, 15.931075, 0.007000, remove
5220, 99629, 17, 15.931094, 0.006000, remove
5225, 99631, 17, 15.931116, 0.007000, insert
5230, 99632, 17, 15.931317, 0.004000, search
5235, 99632, 17, 15.931498, 0.004000, search
5240, 99630, 17, 15.931487, 0.006000, insert
5245, 99629, 17, 15.931476, 0.006000, remove
5250, 99627, 17, 15.931635, 0.004000, search
5255, 99629, 17, 15.931636, 0.007000, insert
5260, 99627, 17, 15.931625, 0.006000, remove
5265, 99628, 17, 15.931616, 0.006000, insert
5270, 99630, 17, 15.931637, 0.007000, remove
5275, 99632, 17, 15.931669, 0.006000, remove
5280, 99629, 17, 15.931646, 0.007000, remove
5285, 99626, 17, 15.931624, 0.006000, remove
5290, 99625, 17, 15.931784, 0.004000, search
5295, 99627, 17, 15.931786, 0.006000, remove
5300, 99627, 17, 15.931796, 0.008000, insert
5305, 99627, 17, 15.931976, 0.004000, search
5310, 99623, 17, 15.931933, 0.007000, remove
5315, 99626, 17, 15.932136, 0.004000, search
5320, 99628, 17, 15.932168, 0.006000, insert
5325, 99627, 17, 15.932137, 0.006000, remove
5330, 99627, 17, 15.932318, 0.004000, search
5335, 99624, 17, 15.932265, 0.006000, remove
5340, 99626, 17, 15.932307, 0.006000, insert
5345, 99621, 17, 15.932424, 0.005000, search
5350, 99621, 17, 15.932584, 0.004000, search
5355, 99620, 17, 15.932724, 0.005000, search
5360, 99621, 17, 15.932896, 0.004000, search
5365, 99619, 17, 15.933035, 0.004000, search
5370, 99620, 17, 15.933096, 0.007000, insert
5375, 99620, 17, 15.933256, 0.004000, search
5380, 99619, 17, 15.933426, 0.005000, search
5385, 99623, 17, 15.933499, 0.006000, insert
5390, 99624, 17, 15.933671, 0.005000, search
5395, 99621, 17, 15.933659, 0.007000, remove
5400, 99619, 17, 15.933647, 0.007000, insert
5405, 99618, 17, 15.933647, 0.006000, remove
5410, 99615, 17, 15.933624, 0.006000, remove
5415, 99613, 17, 15.933613, 0.006000, insert
5420, 99615, 17, 15.933655, 0.007000, insert
5425, 99612, 17, 15.933803, 0.004000, search
5430, 99612, 17, 15.933974, 0.005000, search
5435, 99613, 17, 15.934145, 0.005000, search
5440, 99611, 17, 15.934294, 0.004000, search
5445, 99611, 17, 15.934325, 0.007000, remove
5450, 99612, 17, 15.934315, 0.007000, insert
5455, 99611, 17, 15.934475, 0.004000, search
5460, 99612, 17, 15.934486, 0.007000, insert
5465, 99612, 17, 15.934486, 0.007000, insert
5470, 99611, 17, 15.934465, 0.007000, insert
5475, 99609, 17, 15.934624, 0.005000, search
5480, 99608, 17, 15.934644, 0.006000, remove
5485, 99603, 17, 15.934610, 0.006000, remove
5490, 99602, 17, 15.934600, 0.006000, insert
5495, 99603, 17, 15.934781, 0.004000, search
5500, 99603, 17, 15.934771, 0.007000, insert
5505, 99606, 17, 15.934833, 0.005000, remove
5510, 99608, 17, 15.935025, 0.004000, search
5515, 99607, 17, 15.935055, 0.005000, remove
5520, 99608, 17, 15.935075, 0.007000, remove
5525, 99611, 17, 15.935108, 0.007000, insert
5530, 99610, 17, 15.935087, 0.007000, remove
5535, 99612, 17, 15.935088, 0.006000, remove
5540, 99612, 17, 15.935259, 0.004000, search
5545, 99612, 17, 15.935289, 0.006000, remove
5550, 99609, 17, 15.935237, 0.007000, remove
5555, 99607, 17, 15.935205, 0.006000, remove
5560, 99605, 17, 15.935184, 0.007000, remove
5565, 99603, 17, 15.935163, 0.006000, remove
5570, 99606, 17, 15.935375, 0.003000, search
5575, 99608, 17, 15.935427, 0.006000, remove
5580, 99605, 17, 15.935555, 0.005000, search
5585, 99601, 17, 15.935703, 0.004000, search
5590, 99598, 17, 15.935842, 0.004000, search
5595, 99597, 17, 15.935841, 0.006000, remove
5600, 99597, 17, 15.935841, 0.006000, remove
5605, 99596, 17, 15.935851, 0.007000, insert
5610, 99593, 17, 15.935979, 0.004000, search
5615, 99589, 17, 15.935927, 0.006000, remove
5620, 99586, 17, 15.936075, 0.005000, search
5625, 99587, 17, 15.936086, 0.007000, insert
5630, 99588, 17, 15.936217, 0.005000, search
5635, 99588, 17, 15.936207, 0.006000, remove
5640, 99590, 17, 15.936218, 0.007000, insert
5645, 99589, 17, 15.936389, 0.004000, search
5650, 99592, 17, 15.936431, 0.008000, insert
5655, 99592, 17, 15.936431, 0.006000, remove
5660, 99591, 17, 15.936591, 0.004000, search
5665, 99590, 17, 15.936751, 0.004000, search
5670, 99590, 17, 15.936911, 0.004000, search
5675, 99590, 17, 15.936921, 0.006000, remove
5680, 99590, 17, 15.936941, 0.007000, insert
5685, 99591, 17, 15.936932, 0.007000, insert
5690, 99591, 17, 15.937113, 0.004000, search
5695, 99591, 17, 15.937123, 0.007000, insert
5700, 99591, 17, 15.937133, 0.007000, remove
5705, 99591, 17, 15.937253, 0.004000, search
5710, 99593, 17, 15.937285, 0.007000, insert
5715, 99593, 17, 15.937275, 0.006000, remove
5720, 99593, 17, 15.937445, 0.004000, search
5725, 99591, 17, 15.937424, 0.008000, insert
5730, 99590, 17, 15.937403, 0.007000, remove
5735, 99592, 17, 15.937405, 0.008000, insert
5740, 99592, 17, 15.937425, 0.008000, insert
5745, 99594, 17, 15.937446, 0.007000, insert
5750, 99593, 17, 15.937455, 0.006000, remove
5755, 99592, 17, 15.937485, 0.006000, remove
5760, 99592, 17, 15.937485, 0.006000, remove
5765, 99591, 17, 15.937645, 0.004000, search
5770, 99589, 17, 15.937634, 0.006000, remove
5775, 99588, 17, 15.937623, 0.007000, remove
5780, 99590, 17, 15.937624, 0.006000, insert
5785, 99590, 17, 15.937795, 0.004000, search
5790, 99591, 17, 15.937796, 0.007000, insert
5795, 99591, 17, 15.937786, 0.006000, remove
5800, 99591, 17, 15.937966, 0.004000, search
5805, 99590, 17, 15.938146, 0.005000, search
5810, 99594, 17, 15.938169, 0.007000, insert
5815, 99594, 17, 15.938189, 0.006000, remove
5820, 99592, 17, 15.938168, 0.006000, remove
5825, 99589, 17, 15.938136, 0.007000, insert
5830, 99592, 17, 15.938148, 0.007000, insert
5835, 99592, 17, 15.938148, 0.007000, remove
5840, 99593, 17, 15.938158, 0.007000, insert
5845, 99592, 17, 15.938158, 0.007000, insert
5850, 99591, 17, 15.938157, 0.005000, remove
5855, 99592, 17, 15.938087, 0.005000, remove
5860, 99592, 17, 15.938278, 0.004000, search
5865, 99593, 17, 15.938460, 0.004000, search
5870, 99592, 17, 15.938640, 0.004000, search
5875, 99591, 17, 15.938619, 0.007000, remove
5880, 99590, 17, 15.938608, 0.006000, remove
5885, 99592, 17, 15.938640, 0.007000, insert
5890, 99591, 17, 15.938780, 0.004000, search
5895, 99594, 17, 15.938832, 0.007000, insert
5900, 99593, 17, 15.938821, 0.007000, remove
5905, 99595, 17, 15.938822, 0.007000, remove
5910, 99593, 17, 15.938801, 0.006000, remove
5915, 99592, 17, 15.938951, 0.005000, search
5920, 99592, 17, 15.938951, 0.007000, remove
5925, 99594, 17, 15.938972, 0.007000, insert
5930, 99594, 17, 15.938982, 0.007000, insert
5935, 99594, 17, 15.939163, 0.004000, search
5940, 99594, 17, 15.939183, 0.015000, remove
5945, 99595, 17, 15.939224, 0.006000, remove
5950, 99594, 17, 15.939223, 0.006000, remove
5955, 99592, 17, 15.939232, 0.006000, remove
5960, 99591, 17, 15.939231, 0.006000, remove
5965, 99591, 17, 15.939252, 0.006000, remove
5970, 99588, 17, 15.939390, 0.004000, search
5975, 99588, 17, 15.939390, 0.008000, insert
5980, 99590, 17, 15.939442, 0.007000, insert
5985, 99589, 17, 15.939451, 0.006000, remove
5990, 99584, 17, 15.939388, 0.007000, remove
5995, 99582, 17, 15.939346, 0.007000, remove
6000, 99581, 17, 15.939476, 0.004000, search
6005, 99580, 17, 15.939626, 0.004000, search
6010, 99578, 17, 15.939776, 0.003000, search
6015, 99579, 17, 15.939787, 0.006000, insert
6020, 99580, 17, 15.939787, 0.007000, insert
6025, 99579, 17, 15.939807, 0.007000, remove
6030, 99577, 17, 15.939966, 0.003000, search
6035, 99574, 17, 15.939924, 0.007000, remove
6040, 99573, 17, 15.940104, 0.004000, search
6045, 99575, 17, 15.940115, 0.006000, remove
6050, 99575, 17, 15.940136, 0.006000, remove
6055, 99575, 17, 15.940136, 0.007000, remove
6060, 99577, 17, 15.940157, 0.007000, insert
6065, 99575, 17, 15.940306, 0.006000, remove
6070, 99575, 17, 15.940286, 0.006000, remove
6075, 99577, 17, 15.940468, 0.004000, search
6080, 99573, 17, 15.940596, 0.005000, search
6085, 99574, 17, 15.940617, 0.006000, remove
6090, 99576, 17, 15.940819, 0.004000, search
6095, 99575, 17, 15.940989, 0.005000, search
6100, 99576, 17, 15.941171, 0.005000, search
6105, 99574, 17, 15.941139, 0.006000, remove
6110, 99575, 17, 15.941341, 0.004000, search
6115, 99575, 17, 15.941331, 0.006000, remove
6120, 99575, 17, 15.941321, 0.007000, insert
6125, 99577, 17, 15.941342, 0.008000, insert
6130, 99576, 17, 15.941502, 0.004000, search
6135, 99580, 17, 15.941534, 0.007000, insert
6140, 99580, 17, 15.941544, 0.006000, insert
6145, 99581, 17, 15.941726, 0.004000, search
6150, 99580, 17, 15.941896, 0.005000, search
6155, 99579, 17, 15.941875, 0.007000, insert
6160, 99581, 17, 15.941907, 0.006000, insert
6165, 99582, 17, 15.941897, 0.007000, insert
6170, 99579, 17, 15.941855, 0.007000, remove
6175, 99578, 17, 15.942005, 0.004000, search
6180, 99579, 17, 15.942016, 0.007000, insert
6185, 99579, 17, 15.942187, 0.004000, search
6190, 99581, 17, 15.942198, 0.007000, insert
6195, 99582, 17, 15.942198, 0.007000, insert
6200, 99580, 17, 15.942187, 0.006000, remove
6205, 99581, 17, 15.942409, 0.004000, search
6210, 99581, 17, 15.942409, 0.007000, insert
6215, 99579, 17, 15.942558, 0.005000, search
6220, 99578, 17, 15.942718, 0.004000, search
6225, 99579, 17, 15.942749, 0.007000, insert
6230, 99581, 17, 15.942770, 0.007000, insert
6235, 99580, 17, 15.942760, 0.006000, remove
6240, 99581, 17, 15.942790, 0.007000, insert
6245, 99577, 17, 15.942909, 0.004000, search
6250, 99576, 17, 15.943069, 0.005000, search
6255, 99578, 17, 15.943120, 0.006000, remove
6260, 99581, 17, 15.943172, 0.007000, insert
6265, 99578, 17, 15.943170, 0.007000, remove
6270, 99578, 17, 15.943160, 0.006000, remove
6275, 99578, 17, 15.943150, 0.006000, remove
6280, 99576, 17, 15.943300, 0.004000, search
6285, 99575, 17, 15.943319, 0.006000, remove
6290, 99578, 17, 15.943351, 0.007000, insert
6295, 99577, 17, 15.943340, 0.006000, remove
6300, 99574, 17, 15.943489, 0.004000, search
6305, 99574, 17, 15.943509, 0.006000, remove
6310, 99578, 17, 15.943562, 0.007000, insert
6315, 99576, 17, 15.943701, 0.004000, search
6320, 99573, 17, 15.943690, 0.006000, remove
6325, 99571, 17, 15.943678, 0.007000, remove
6330, 99571, 17, 15.943678, 0.006000, remove
6335, 99571, 17, 15.943668, 0.006000, remove
6340, 99568, 17, 15.943827, 0.004000, search
6345, 99568, 17, 15.943998, 0.004000, search
6350, 99569, 17, 15.943999, 0.007000, insert
6355, 99569, 17, 15.944169, 0.004000, search
6360, 99568, 17, 15.944360, 0.005000, search
6365, 99568, 17, 15.944350, 0.006000, remove
6370, 99570, 17, 15.944542, 0.005000, search
6375, 99570, 17, 15.944682, 0.004000, search
6380, 99569, 17, 15.944692, 0.007000, remove
6385, 99568, 17, 15.944671, 0.007000, remove
6390, 99567, 17, 15.944831, 0.005000, search
6395, 99567, 17, 15.944831, 0.007000, remove
6400, 99566, 17, 15.944821, 0.006000, remove
6405, 99567, 17, 15.944801, 0.007000, insert
6410, 99566, 17, 15.944971, 0.004000, search
6415, 99567, 17, 15.944992, 0.007000, insert
6420, 99564, 17, 15.945101, 0.005000, search
6425, 99563, 17, 15.945281, 0.005000, search
6430, 99564, 17, 15.945302, 0.006000, remove
6435, 99566, 17, 15.945343, 0.008000, insert
6440, 99566, 17, 15.945524, 0.004000, search
6445, 99566, 17, 15.945514, 0.007000, insert
6450, 99564, 17, 15.945512, 0.006000, remove
6455, 99563, 17, 15.945472, 0.007000, remove
6460, 99563, 17, 15.945472, 0.003000, insert
6465, 99560, 17, 15.945571, 0.005000, search
6470, 99560, 17, 15.945540, 0.006000, remove
6475, 99560, 17, 15.945550, 0.006000, insert
6480, 99557, 17, 15.945699, 0.004000, search
6485, 99557, 17, 15.945709, 0.007000, insert
6490, 99558, 17, 15.945720, 0.006000, insert
6495, 99559, 17, 15.945881, 0.004000, search
6500, 99557, 17, 15.946031, 0.005000, search
6505, 99558, 17, 15.946031, 0.006000, remove
6510, 99558, 17, 15.946031, 0.006000, insert
6515, 99560, 17, 15.946043, 0.006000, insert
6520, 99560, 17, 15.946043, 0.007000, remove
6525, 99560, 17, 15.946223, 0.005000, search
6530, 99561, 17, 15.946254, 0.006000, remove
6535, 99560, 17, 15.946243, 0.006000, insert
6540, 99561, 17, 15.946254, 0.006000, insert
6545, 99558, 17, 15.946393, 0.004000, search
6550, 99558, 17, 15.946574, 0.005000, search
6555, 99557, 17, 15.946563, 0.006000, remove
6560, 99554, 17, 15.946692, 0.004000, search
6565, 99551, 17, 15.946650, 0.006000, remove
6570, 99548, 17, 15.946639, 0.006000, remove
6575, 99544, 17, 15.946617, 0.006000, remove
6580, 99543, 17, 15.946787, 0.005000, search
6585, 99545, 17, 15.946808, 0.006000, insert
6590, 99544, 17, 15.946807, 0.006000, insert
6595, 99543, 17, 15.946968, 0.004000, search
6600, 99544, 17, 15.946988, 0.007000, insert
6605, 99545, 17, 15.947009, 0.008000, insert
6610, 99541, 17, 15.946987, 0.006000, remove
6615, 99539, 17, 15.946955, 0.007000, remove
6620, 99539, 17, 15.946935, 0.006000, remove
6625, 99538, 17, 15.947096, 0.004000, search
6630, 99539, 17, 15.947106, 0.006000, insert
6635, 99541, 17, 15.947127, 0.008000, insert
6640, 99539, 17, 15.947287, 0.004000, search
6645, 99539, 17, 15.947307, 0.007000, insert
6650, 99538, 17, 15.947307, 0.006000, remove
6655, 99536, 17, 15.947275, 0.006000, remove
6660, 99538, 17, 15.947497, 0.004000, search
6665, 99535, 17, 15.947637, 0.004000, search
6670, 99533, 17, 15.947806, 0.005000, search
6675, 99533, 17, 15.947977, 0.004000, search
6680, 99533, 17, 15.948138, 0.004000, search
6685, 99531, 17, 15.948287, 0.004000, search
6690, 99533, 17, 15.948309, 0.007000, remove
6695, 99534, 17, 15.948329, 0.007000, insert
6700, 99533, 17, 15.948339, 0.008000, insert
